index,yield,radiation,rain,avg_min_temp,avg_max_temp,class
1,0.684705882,297866.57,3011.76,5.510158103,16.04932806,2
2,0.766470588,310590.38,3368.34,5.923658071,16.46616046,1
3,0.004705882,323710.46,3657.78,6.306201479,16.86260628,1
4,-0.422941176,333422.21,3977.75,6.632578616,17.15107817,0
